VehicleID,Maker,Model,Year,Colour,Distance,Abuja,Ibadan,Lagos,Brand New,Foreign Used,Nigerian Used,Scaled_Distance,Log_Distance,box_cos_distance,Amount (Million Naira)
VHL18666,29,1044,2015,2,67361.31967213115,0,0,1,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,14.0
VHL10724,53,186,2011,9,75300.0,0,0,1,0,1,0,-0.28821343838456415,11.229235413787984,-0.178010201654221,4.9
VHL13812,11,354,2006,17,170671.0,0,0,1,0,1,0,0.7646347333193755,12.047493005656198,1.0384934079928994,2.48
VHL12573,37,178,2020,9,9000.0,1,0,0,0,1,0,-1.0201323003443967,9.104979856318357,-2.007816479229184,16.0
VHL14526,34,842,2006,18,144341.046692607,0,0,1,0,1,0,0.47396520903275974,11.879934158176853,0.7570716879941132,4.6
VHL10853,53,697,2016,9,20189.0,0,1,0,0,1,0,-0.8966113328260171,9.912893180610224,-1.481201225977112,15.0
VHL17018,34,466,2014,18,40000.0,1,0,0,0,1,0,-0.6779077947523182,10.596634733096073,-0.8870118678971208,11.85
VHL18463,17,1091,2007,2,100000.0,1,0,0,0,1,0,-0.015537783928940256,11.512925464970229,0.2008937607438811,4.1
VHL18173,25,916,2014,5,76863.12406015038,1,0,0,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,4.5
VHL10241,29,481,2007,9,85474.0,0,0,1,0,1,0,-0.17589756354928004,11.355967515111775,-0.01387518449294111,4.2
VHL19024,53,1316,2010,10,42483.0,1,0,0,0,1,0,-0.6504967158044107,10.656859274891168,-0.8267426748962636,9.0
VHL13114,53,1309,2010,10,49000.0,1,0,0,0,1,0,-0.5785522931288115,10.799575577092764,-0.6781824860747093,7.8
VHL17026,53,1159,2009,2,140000.0,0,0,1,0,0,1,0.42604222328664504,11.84939770159144,0.7077223807655098,5.9
VHL19933,53,317,2014,9,128885.0,1,0,0,0,0,1,0.3033381787816143,11.766675812877338,0.5769316177567005,4.0
VHL17277,53,1008,2007,10,96000.0,0,1,0,0,1,0,-0.05969578465049878,11.472103470449973,0.14377433524861907,4.0
VHL13475,53,317,2003,18,130000.0,0,1,0,0,1,0,0.3156472214827487,11.77528972943772,0.5903564402037906,2.4
VHL11275,34,582,2014,22,118285.0,0,0,1,0,1,0,0.18631947686948416,11.680852245646507,0.44559231352688633,17.0
VHL10174,3,1362,2006,9,144341.046692607,1,0,0,0,1,0,0.47396520903275974,11.879934158176853,0.7570716879941132,3.0
VHL17838,53,659,2005,2,124540.0,1,0,0,0,0,1,0.25537155049782134,11.732382228426443,0.523926664745003,3.2
VHL16443,53,317,2009,9,88800.0,1,0,0,0,0,1,-0.13918018594930415,11.394141928980261,0.03716489519164035,2.66
VHL14714,53,698,2021,22,100.0,1,0,0,1,0,0,-1.1183838519498646,4.605170185988092,-3.1906441525434803,23.0
VHL16117,53,799,2019,2,52000.0,1,0,0,0,1,0,-0.5454337925876426,10.858998997563564,-0.613864111030721,115.0
VHL13689,17,121,2016,9,60559.82010582011,1,0,0,0,1,0,-0.4509376569853387,11.011386917595361,-0.4419986119083632,7.8
VHL16862,55,1373,2005,9,180003.0,1,0,0,0,1,0,0.8676553490027715,12.100728796400126,1.131794788493118,3.3
VHL11856,29,481,2010,22,108974.3137254902,0,1,0,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,5.5
VHL17501,53,407,2013,17,50000.0,1,0,0,0,0,1,-0.5675127929484218,10.819778284410283,-0.656481415121105,3.85
VHL18676,53,428,2007,18,143493.8402366864,1,0,0,0,0,1,0.46461247320979715,11.874047388080616,0.7475127553775808,2.3
VHL18868,34,255,2008,18,120213.0,1,0,0,0,0,1,0.20760363321727537,11.697020448313324,0.47000269576950365,3.5
VHL17663,29,777,2017,22,32000.0,1,0,0,0,1,0,-0.7662237961954352,10.373491181781864,-1.0984621140996906,58.9
VHL13818,29,1048,2019,22,4000.0,0,0,1,0,1,0,-1.075329801246345,8.294049640102028,-2.3942070060639686,22.0
VHL14263,34,254,2004,18,183420.56953642383,1,0,0,0,1,0,0.9053836085166165,12.119536989202564,1.1652205692105644,2.8
VHL18551,29,481,2011,18,94903.33950617284,0,0,1,0,1,0,-0.07180236836992994,11.46061417371726,0.12786027506105396,6.5
VHL16010,53,1016,2013,9,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,8.25
VHL14482,34,842,2010,8,108974.3137254902,0,0,1,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,6.8
VHL10028,37,881,2010,21,139938.0,0,0,1,0,1,0,0.42535777427546084,11.848954746358398,0.7070108146869138,2.08
VHL14986,14,515,2005,18,163801.0,0,0,1,0,0,1,0.6887933670800986,12.006407555388575,0.9677901287192041,1.46
VHL14109,53,317,2008,18,217082.0,0,0,1,0,1,0,1.2769889761914386,12.288030441328193,1.4757768588090525,3.6
VHL15087,53,668,2010,22,65349.0,1,0,0,0,1,0,-0.3980675046796214,11.087497416716467,-0.35228761049987956,6.85
VHL15528,53,317,2009,9,86524.0,0,0,1,0,1,0,-0.16430608835987093,11.368177111083392,0.0023673502587505417,3.75
VHL16856,34,846,2013,2,90549.53316326531,1,0,0,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,10.0
VHL15968,29,481,2010,2,75214.0,1,0,0,0,0,1,-0.2891628354000777,11.228092662823174,-0.1794538851478151,6.5
VHL11013,29,1035,2004,3,65242.0,1,0,0,0,0,1,-0.39924873119892307,11.085858712304303,-0.35424711841188744,4.5
VHL19319,37,892,2003,4,180236.37209302327,0,0,1,0,0,1,0.8702316602657998,12.102024446702393,1.1340896106185363,2.81
VHL19543,29,725,2008,18,121487.4181459566,1,0,0,0,1,0,0.2216725725694551,11.70756598204635,0.48600663384708825,4.5
VHL16868,53,1180,2004,8,121300.0,1,0,0,0,1,0,0.21960356991335891,11.706022094932141,0.48365954068628175,1.8
VHL18067,29,774,2018,2,20000.0,1,0,0,0,1,0,-0.8986977983601108,9.903487552536127,-1.488327779360632,67.5
VHL14240,29,481,2009,8,36521.0,0,0,1,0,1,0,-0.7163142158798937,10.505642716590316,-0.9754469840603467,4.5
VHL12140,53,659,2003,9,180236.37209302327,1,0,0,0,0,1,0.8702316602657998,12.102024446702393,1.1340896106185363,2.2
VHL13856,53,317,2007,9,143493.8402366864,0,1,0,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,3.3
VHL10705,17,121,2013,17,90549.53316326531,1,0,0,0,0,1,-0.1198662142778391,11.413652307729691,0.06354347462531215,4.2
VHL19331,53,317,2010,8,108974.3137254902,0,1,0,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,4.0
VHL18983,34,247,2005,8,100000.0,1,0,0,0,1,0,-0.015537783928940256,11.512925464970229,0.2008937607438811,2.5
VHL17578,53,32,2000,9,164894.33333333334,1,0,0,0,0,1,0.7008632206106581,12.013060143696057,0.9791622862524267,1.5
VHL10631,19,497,2007,9,195106.0,1,0,0,0,0,1,1.0343849202271962,12.181298279598089,1.2767100394979436,1.69
VHL14589,34,593,2010,18,156155.0,0,0,1,0,1,0,0.6043853487008395,11.958604382691695,0.8869295525652976,6.73
VHL18076,29,1040,2011,9,121131.0,0,0,1,0,1,0,0.21773789438287305,11.704627883569936,0.48154119715391974,9.5
VHL17000,29,630,2007,2,87451.0,0,0,1,0,1,0,-0.15407247169264976,11.378833915487142,0.016607082627061003,5.5
VHL18763,29,481,2008,17,129630.0,0,0,1,0,1,0,0.31156260641600453,11.772439517594089,0.5859094167957771,4.5
VHL19770,29,1044,2008,9,78669.0,0,0,1,0,1,0,-0.2510213622768315,11.273004455916707,-0.12223149506390694,5.78
VHL11818,29,484,2013,18,58869.0,0,0,1,0,1,0,-0.46960346584854623,10.983069915297433,-0.47470672397491787,9.7
VHL14219,14,492,2008,18,87322.0,1,0,0,0,1,0,-0.15549656721592,11.377357714661773,0.014631060503450734,3.8
VHL14329,14,525,2012,2,232070.0,0,0,1,0,1,0,1.4424490048951184,12.354794329276805,1.6045462040854321,8.44
VHL16439,0,865,2009,3,56655.0,0,0,1,0,1,0,-0.49404491924792887,10.944735523814668,-0.5184181616639917,7.5
VHL14035,53,42,2005,18,895236.0,0,0,1,0,1,0,8.763470181523388,13.704842649648484,5.069157283443767,4.45
VHL16458,53,39,2019,2,5000.0,0,0,1,0,1,0,-1.0642903010659552,8.517193191416238,-2.299678261014353,29.0
VHL10503,11,978,2014,2,69000.0,0,0,1,0,0,1,-0.35776228952101885,11.141861783579396,-0.2865707186695786,11.25
VHL18144,53,407,2010,9,86000.0,0,1,0,0,0,1,-0.1700907864543951,11.362102575235644,-0.00572325647472943,2.05
VHL10177,29,1060,2018,8,5626.0,0,0,1,0,1,0,-1.0573795739530314,8.635153989049803,-2.24630826647793,21.5
VHL13332,17,949,2007,2,303353.0,0,0,1,0,1,0,2.2293776962538328,12.62265242288805,2.1559761925388714,3.59
VHL16701,29,1043,2007,4,143493.8402366864,0,0,1,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,5.4
VHL19438,53,659,2013,22,129939.0,1,0,0,0,0,1,0.31497381197174495,11.774820388545281,0.5896238167593463,10.69
VHL11941,34,252,2016,4,60559.82010582011,1,0,0,0,1,0,-0.4509376569853387,11.011386917595361,-0.4419986119083632,11.9
VHL14612,29,1048,2012,3,65828.0,0,0,1,0,1,0,-0.3927795840932148,11.094800558715274,-0.34353962535743515,7.4
VHL12469,53,670,2013,22,100000.0,0,0,1,0,1,0,-0.015537783928940256,11.512925464970229,0.2008937607438811,8.68
VHL10452,53,317,2009,18,75324.0,0,0,1,0,1,0,-0.2879484903802348,11.229554088105532,-0.17760749359597244,3.2
VHL12936,53,186,2013,17,95124.0,0,0,1,0,1,0,-0.0693663868085201,11.462936582625156,0.13107138533202276,8.5
VHL11661,53,317,2002,18,79321.0,0,1,0,0,0,1,-0.24382360815921747,11.28125818971513,-0.11160670186234548,1.2
VHL10149,29,623,2004,2,226360.0,1,0,0,0,0,1,1.3794134588650937,12.32988193125646,1.5561072764435027,7.31
VHL15813,53,53,2004,9,183420.56953642383,0,0,1,0,1,0,0.9053836085166165,12.119536989202564,1.1652205692105644,3.95
VHL15408,53,662,2008,10,69769.0,0,0,1,0,1,0,-0.3492729138822992,11.15294506402277,-0.27300241318098234,6.0
VHL11049,29,1040,2011,3,30457.0,0,0,1,0,1,0,-0.7832577449737764,10.324071131775993,-1.142872416004968,10.8
VHL16564,29,765,2008,22,120606.0,1,0,0,0,0,1,0.2119421567881685,11.70028431328145,0.4749489681132062,3.5
VHL11970,29,770,2018,2,41800.44,0,0,1,1,0,0,-0.6580318370475374,10.640662144773236,-0.8430902098691755,52.0
VHL10052,17,279,2004,17,397157.0,0,1,0,0,1,0,3.2649269711751012,12.892086947488224,2.7714537809376636,2.48
VHL16557,53,1242,2017,2,48387.0,1,0,0,0,1,0,-0.5853195067393904,10.786986461585292,-0.6916197012619277,16.55
VHL16705,34,1117,2016,2,47000.0,1,0,0,0,1,0,-0.6006312934895908,10.757902880692196,-0.7224132897810098,45.0
VHL11003,53,433,2007,2,143493.8402366864,1,0,0,0,0,1,0.46461247320979715,11.874047388080616,0.7475127553775808,2.4
VHL14586,53,997,2007,2,143493.8402366864,0,0,1,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,3.9
VHL18235,29,481,2008,9,176353.0,0,0,1,0,1,0,0.8273611733443493,12.080242947144113,1.0956633604420287,4.1
VHL10039,34,574,2021,22,8676.141025641025,1,0,0,1,0,0,-1.0237075415502535,9.068332126498964,-2.0280190513151566,195.0
VHL15836,53,811,2018,2,41800.44,1,0,0,0,1,0,-0.6580318370475374,10.640662144773236,-0.8430902098691755,27.0
VHL13623,53,1006,2020,10,854.0,1,0,0,1,0,0,-1.1100600688138507,6.74993119378857,-2.8656146241855796,27.0
VHL10739,53,317,2011,3,94903.33950617284,1,0,0,0,1,0,-0.07180236836992994,11.46061417371726,0.12786027506105396,4.35
VHL19970,53,407,2005,18,160932.0,0,1,0,0,0,1,0.6571210410625608,11.98873719449894,0.9377256627470878,1.69
VHL17873,28,1062,2009,10,113781.62318840579,1,0,0,0,0,1,0.13660444774552744,11.642036304228593,0.3876089068614591,3.5
VHL10265,29,1049,2008,18,135000.0,0,1,0,0,1,0,0.37084472238469685,11.813030057420567,0.6497055626315106,5.6
VHL10303,53,317,2008,2,198000.0,0,1,0,0,1,0,1.0663332337492437,12.196022309676673,1.3036852397841796,3.55
VHL18303,30,904,2013,18,56000.0,1,0,0,0,1,0,-0.5012757918660841,10.933106969717286,-0.5315500791922738,9.9
VHL11104,53,433,2007,18,130000.0,0,1,0,0,1,0,0.3156472214827487,11.77528972943772,0.5903564402037906,3.15
VHL14261,29,1040,2011,18,65000.0,0,0,1,0,1,0,-0.40192029024257736,11.082142548877775,-0.35868617867177016,8.7
VHL10593,53,326,2008,17,91738.0,0,0,1,0,1,0,-0.10674613441931939,11.426691967172298,0.08128487585308056,3.4
VHL12840,0,865,2008,22,75000.0,0,0,1,0,1,0,-0.2915252884386811,11.225243392518447,-0.18305070303015777,3.95
VHL12641,53,1316,2010,22,108974.3137254902,0,0,1,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,7.9
VHL18707,34,583,2010,2,108974.3137254902,0,0,1,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,8.0
VHL12011,29,1030,2003,18,65000.0,0,0,1,0,1,0,-0.40192029024257736,11.082142548877775,-0.35868617867177016,3.5
VHL13228,29,297,2016,9,700010.0,0,0,1,0,1,0,6.608272719306642,13.458849899637787,4.295980492849329,10.2
VHL14055,53,317,2009,9,75840.0,0,0,1,0,1,0,-0.28225210828715375,11.236381136928904,-0.16896822167975353,3.9
VHL12831,29,1040,2011,18,65802.0,0,0,1,0,1,0,-0.3930666110979049,11.094405511988263,-0.344013460634415,10.5
VHL14612,29,481,2012,22,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,6.5
VHL17233,53,407,2011,18,65470.0,0,0,1,0,1,0,-0.39673172515779426,11.089347301435136,-0.3500740858801373,4.39
VHL15288,53,433,2007,3,189632.0,0,1,0,0,0,1,0.9739546962397433,12.152840630933238,1.2250079318642675,1.9
VHL17021,39,77,2004,23,183420.56953642383,1,0,0,0,0,1,0.9053836085166165,12.119536989202564,1.1652205692105644,1.4
VHL17461,53,1317,2013,9,88123.0,0,0,1,0,1,0,-0.14665392757142792,11.386488844821573,0.026871997858423573,9.5
VHL16274,0,860,2012,2,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,6.0
VHL18265,53,1317,2013,22,75365.0,0,0,1,0,1,0,-0.28749587087283884,11.230098255244629,-0.17691971586678565,12.0
VHL17648,17,292,2020,9,17672.685714285715,1,0,0,0,1,0,-0.924390184837077,9.779775546649434,-1.5796872214687314,13.9
VHL11061,53,317,2012,22,98000.0,0,1,0,0,1,0,-0.03761678428971952,11.49272275765271,0.17251265787094003,4.7
VHL16651,29,1040,2010,9,108974.3137254902,0,1,0,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,9.1
VHL15100,53,668,2009,10,80000.0,0,0,1,0,1,0,-0.2363277875367329,11.289781913656018,-0.10059866373460233,7.65
VHL16186,17,163,2010,2,149189.0,0,0,1,0,0,1,0.5274841904442453,11.912969237492307,0.8111200790957314,2.25
VHL12137,53,317,2013,22,62745.0,0,0,1,0,1,0,-0.426814363149356,11.046834172544408,-0.40054591303026454,6.2
VHL17555,34,1129,2016,2,43000.0,1,0,0,0,1,0,-0.6447892942111493,10.668955394675699,-0.8144671907605043,40.0
VHL16565,34,583,2007,2,143493.8402366864,0,0,1,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,4.5
VHL16759,53,407,2004,22,183420.56953642383,1,0,0,0,0,1,0.9053836085166165,12.119536989202564,1.1652205692105644,2.3
VHL16546,39,4,2005,3,159236.51184834124,1,0,0,0,0,1,0.6384036993064754,11.978145871877734,0.9198038588109355,1.63
VHL15709,29,626,2018,22,30121.0,0,0,1,0,1,0,-0.7869670170343873,10.312977881893913,-1.152724896753527,27.0
VHL16681,53,659,2015,2,67361.31967213115,1,0,0,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,12.5
VHL11428,53,322,2008,18,94580.0,0,0,1,0,1,0,-0.07537187490665206,11.457201316197867,0.12314667715556639,3.2
VHL19213,53,428,2005,2,159236.51184834124,1,0,0,0,0,1,0.6384036993064754,11.978145871877734,0.9198038588109355,2.0
VHL12512,29,1040,2010,2,95486.0,0,0,1,0,1,0,-0.06537008774321905,11.466734918863812,0.13632943330184152,10.69
VHL13436,53,407,2016,9,35000.0,1,0,0,0,1,0,-0.7331052956542663,10.46310334047155,-1.015734344949514,6.7
VHL13302,53,317,2008,18,128881.0,1,0,0,0,0,1,0.3032940207808927,11.766644776976557,0.5768833290862737,2.2
VHL16176,53,317,2010,2,121362.0,1,0,0,0,0,1,0.22028801892454306,11.70653309378115,0.4844362309570731,2.4
VHL18255,53,317,2009,9,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,3.4
VHL15785,17,915,2009,9,136130.0,1,0,0,0,1,0,0.38331935758853714,11.821365590506518,0.6629310599386229,3.38
VHL11660,14,525,2013,3,88734.0,0,1,0,0,0,1,-0.13990879296120984,11.393398409394823,0.03616357192824303,9.56
VHL17057,19,1204,2009,2,164003.0,0,0,1,0,1,0,0.6910233461165374,12.007639999321952,0.9698946997775645,1.8
VHL15049,29,774,2021,2,8676.141025641025,1,0,0,1,0,0,-1.0237075415502535,9.068332126498964,-2.0280190513151566,87.5
VHL18354,29,473,2015,2,67361.31967213115,0,0,1,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,9.8
VHL19590,34,466,2008,18,121487.4181459566,0,0,1,0,1,0,0.2216725725694551,11.70756598204635,0.48600663384708825,4.25
VHL13074,53,685,2009,8,68000.0,1,0,0,0,0,1,-0.3688017897014085,11.127262984158243,-0.3043541491505843,5.3
VHL13025,29,481,2008,17,76345.0,0,0,1,0,1,0,-0.276677160696057,11.243017820617611,-0.16054792942144203,5.25
VHL16519,3,1349,2008,8,121487.4181459566,1,0,0,0,1,0,0.2216725725694551,11.70756598204635,0.48600663384708825,5.5
VHL12186,53,199,2011,9,68000.0,1,0,0,0,1,0,-0.3688017897014085,11.127262984158243,-0.3043541491505843,6.7
VHL12552,53,1289,2016,22,23000.0,0,0,1,0,1,0,-0.8655792978189419,10.043249494911286,-1.3797120591818415,23.0
VHL12862,19,719,2015,9,67361.31967213115,1,0,0,0,0,1,-0.3758525012961279,11.117826240056415,-0.3157960856466982,2.7
VHL15865,29,729,2008,3,112068.0,0,0,1,0,0,1,0.11768690424800182,11.626861108897717,0.36517601277672107,2.81
VHL16063,29,626,2020,22,6000.0,0,0,1,0,1,0,-1.0532508008855657,8.699514748210191,-2.2161447347911674,35.5
VHL18555,29,770,2019,9,25227.95348837209,0,0,1,0,1,0,-0.8409838048821585,10.135707924130823,-1.3045595246172752,58.0
VHL17779,34,464,2021,2,42.0,0,0,1,1,0,0,-1.1190241429603272,3.7376696182833684,-3.262291601950449,66.5
VHL13731,34,466,2013,9,45264.0,1,0,0,0,1,0,-0.6197958658027471,10.72026729354135,-0.7617504926273639,12.5
VHL11472,29,1030,2012,8,64000.0,0,0,1,0,1,0,-0.412959790422967,11.06663836234181,-0.3771376051911804,10.8
VHL18853,53,317,2015,2,86280.0,1,0,0,0,1,0,-0.166999726403886,11.365353100503093,-0.001396284843773868,5.16
VHL19238,29,631,2005,18,99000.0,1,0,0,0,1,0,-0.02657728410932989,11.502875129116727,0.18674713173359492,6.0
VHL11652,53,1159,2004,10,96523.0,0,0,1,0,1,0,-0.053922126056155005,11.477536600897054,0.1513245638567071,3.58
VHL11579,53,1394,2014,2,308916.0,0,0,1,0,0,1,2.2907904357573403,12.64082467426323,2.1954989916557888,4.5
VHL12031,29,1030,2002,2,163510.14285714287,0,0,1,0,1,0,0.6855824495990598,12.004630303218807,0.9647569887658101,3.3
VHL11395,29,481,2008,9,52588.0,1,0,0,0,0,1,-0.5389425664815735,10.870243235816496,-0.6015262643142473,3.5
VHL12835,53,326,2008,18,121487.4181459566,1,0,0,0,0,1,0.2216725725694551,11.70756598204635,0.48600663384708825,2.2
VHL13867,14,492,2011,2,182031.0,0,0,1,0,0,1,0.8900434553686016,12.11193228122481,1.1516762204986926,2.59
VHL15464,29,899,2017,22,41576.0,1,0,0,0,1,0,-0.6605095424680241,10.635278356688278,-0.8485013301028052,17.0
VHL18310,53,340,2018,18,35688.0,0,0,1,0,1,0,-0.7255101195301583,10.4825697768081,-0.9973807773833572,14.5
VHL16730,34,268,2015,18,68000.0,1,0,0,0,0,1,-0.3688017897014085,11.127262984158243,-0.3043541491505843,7.5
VHL10108,53,803,2014,2,95945.0,1,0,0,0,0,1,-0.060302957160420216,11.471530389603842,0.14297887069661136,16.31
VHL12049,53,186,2019,2,25.0,1,0,0,1,0,0,-1.1192118144633938,3.2188758248682006,-3.2949555047910333,32.0
VHL18796,8,1297,2008,9,75538.0,0,0,1,0,1,0,-0.28558603734163146,11.232391119876766,-0.17402015159741788,1.15
VHL10671,53,979,2015,2,63738.0,1,0,0,0,1,0,-0.4158521394702291,11.06253621000807,-0.382001047882988,9.5
VHL11035,53,317,2007,10,114034.0,0,0,1,0,1,0,0.13939056160264784,11.644251928524286,0.390895217395541,3.8
VHL12266,53,317,2014,22,76863.12406015038,1,0,0,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,5.1
VHL19255,53,317,2013,18,156764.0,1,0,0,0,1,0,0.6111084043106968,11.962496768701468,0.8934578239746876,5.5
VHL14315,53,192,2007,18,100000.0,1,0,0,0,1,0,-0.015537783928940256,11.512925464970229,0.2008937607438811,3.2
VHL14881,29,481,2007,2,65555.0,0,0,1,0,0,1,-0.39579336764246115,11.090644763933502,-0.3485206293540658,3.25
VHL11686,29,481,2008,9,88000.0,0,0,1,0,1,0,-0.14801178609361584,11.385092093460344,0.024996747459385335,4.45
VHL12091,53,317,2018,9,61796.0,1,0,0,0,1,0,-0.43729084882054575,11.031593916431941,-0.4184378980677036,13.2
VHL18301,53,317,2008,18,121487.4181459566,1,0,0,0,0,1,0.2216725725694551,11.70756598204635,0.48600663384708825,2.3
VHL14695,17,389,2012,2,45212.0,1,0,0,0,1,0,-0.6203699198121274,10.719117817310622,-0.7629429427171587,3.4
VHL12140,29,1044,2013,9,75000.0,0,0,1,0,1,0,-0.2915252884386811,11.225243392518447,-0.18305070303015777,11.8
VHL13818,29,481,2010,2,108974.3137254902,0,0,1,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,6.25
VHL15349,53,317,2012,17,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,5.8
VHL15150,53,1293,2011,2,98000.0,0,0,1,0,1,0,-0.03761678428971952,11.49272275765271,0.17251265787094003,10.0
VHL19874,29,615,2006,22,210836.0,0,0,1,0,1,0,1.208036258064725,12.258835859057058,1.4205060315663292,3.15
VHL14193,53,685,2006,18,144341.046692607,0,0,1,0,1,0,0.47396520903275974,11.879934158176853,0.7570716879941132,4.3
VHL18401,53,208,2005,8,167700.0,0,1,0,0,1,0,0.7318363782834378,12.029931947811301,1.008135197154204,2.85
VHL16410,29,1040,2008,3,140444.0,0,0,1,0,1,0,0.430943761366738,11.852564111790752,0.712812477635811,5.5
VHL18387,17,149,2012,4,39002.0,0,0,1,0,0,1,-0.688925215932347,10.571368205848186,-0.9118816478050186,3.94
VHL13649,34,846,2012,9,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,11.8
VHL14318,53,698,2020,22,13175.0,1,0,0,0,1,0,-0.9740423870912701,9.486076373409563,-1.7798320121085605,25.0
VHL13466,29,1030,2013,22,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,9.0
VHL14294,34,846,2007,8,98565.0,0,0,1,0,1,0,-0.031379466687799375,11.498471508000078,0.18056601500288794,4.9
VHL15954,53,1309,2010,3,108974.3137254902,0,0,1,0,1,0,0.08353415406248191,11.598867479545953,0.3241383659865773,7.5
VHL13901,53,562,2020,22,1000.0,1,0,0,1,0,0,-1.1084483017875137,6.907755278982137,-2.82931011684977,28.0
VHL13970,53,1289,2016,13,60559.82010582011,0,0,1,0,1,0,-0.4509376569853387,11.011386917595361,-0.4419986119083632,25.5
VHL12616,14,492,2010,9,108974.3137254902,0,1,0,0,0,1,0.08353415406248191,11.598867479545953,0.3241383659865773,3.2
VHL14024,34,252,2015,2,113731.0,0,1,0,0,1,0,0.13604559304798977,11.641591289894604,0.38694918210287116,13.5
VHL17725,25,361,2013,2,201728.0,0,0,1,0,0,1,1.1074884904217361,12.214675534337442,1.3380804795032217,1.69
VHL16975,1,1134,2019,2,23142.0,1,0,0,0,1,0,-0.8640116887933266,10.049404427436283,-1.374792324837282,43.0
VHL16683,53,46,2010,2,87159.0,0,0,1,0,1,0,-0.1572960057453235,11.375489315839916,0.012131666284104989,12.0
